Date,Close,Period
2021-02-22,1044.555,Weekly
2021-02-23,1045.4907142857144,Weekly
2021-02-24,1046.4264285714287,Weekly
2021-02-25,1047.362142857143,Weekly
2021-02-26,1048.297857142857,Weekly
2021-02-27,1049.2335714285714,Weekly
2021-02-28,1050.1692857142857,Weekly
2021-03-01,1051.105,Weekly
2021-03-02,1052.4635714285714,Weekly
2021-03-03,1053.8221428571428,Weekly
2021-03-04,1055.1807142857142,Weekly
2021-03-05,1056.5392857142858,Weekly
2021-03-06,1057.8978571428572,Weekly
2021-03-07,1059.2564285714286,Weekly
2021-03-08,1060.615,Weekly
2021-03-09,1060.412857142857,Weekly
2021-03-10,1060.2107142857144,Weekly
2021-03-11,1060.0085714285715,Weekly
2021-03-12,1059.8064285714286,Weekly
2021-03-13,1059.6042857142857,Weekly
2021-03-14,1059.402142857143,Weekly
2021-03-15,1059.2,Weekly
2021-03-16,1058.0257142857142,Weekly
2021-03-17,1056.8514285714286,Weekly
2021-03-18,1055.6771428571428,Weekly
2021-03-19,1054.5028571428572,Weekly
2021-03-20,1053.3285714285714,Weekly
2021-03-21,1052.1542857142858,Weekly
2021-03-22,1050.98,Weekly
2021-03-23,1051.0128571428572,Weekly
2021-03-24,1051.0457142857142,Weekly
2021-03-25,1051.0785714285714,Weekly
2021-03-26,1051.1114285714286,Weekly
2021-03-27,1051.1442857142858,Weekly
2021-03-28,1051.1771428571428,Weekly
2021-03-29,1051.21,Weekly
2021-03-30,1050.7907142857143,Weekly
2021-03-31,1050.3714285714286,Weekly
2021-04-01,1049.952142857143,Weekly
2021-04-02,1049.5328571428572,Weekly
2021-04-03,1049.1135714285715,Weekly
2021-04-04,1048.6942857142858,Weekly
2021-04-05,1048.275,Weekly
2021-04-06,1049.6642857142858,Weekly
2021-04-07,1051.0535714285716,Weekly
2021-04-08,1052.4428571428573,Weekly
2021-04-09,1053.8321428571428,Weekly
2021-04-10,1055.2214285714285,Weekly
2021-04-11,1056.6107142857143,Weekly
2021-04-12,1058,Weekly
2021-04-13,1057.2071428571428,Weekly
2021-04-14,1056.4142857142858,Weekly
2021-04-15,1055.6214285714286,Weekly
2021-04-16,1054.8285714285714,Weekly
2021-04-17,1054.0357142857142,Weekly
2021-04-18,1053.2428571428572,Weekly
2021-04-19,1052.45,Weekly
2021-04-20,1052.4335714285714,Weekly
2021-04-21,1052.4171428571428,Weekly
2021-04-22,1052.4007142857142,Weekly
2021-04-23,1052.3842857142859,Weekly
2021-04-24,1052.3678571428572,Weekly
2021-04-25,1052.3514285714286,Weekly
2021-04-26,1052.335,Weekly
2021-04-27,1053.63,Weekly
2021-04-28,1054.925,Weekly
2021-04-29,1056.22,Weekly
2021-04-30,1057.515,Weekly
2021-05-01,1058.8100000000002,Weekly
2021-05-02,1060.105,Weekly
2021-05-03,1061.4,Weekly
