Date,Close,Period
2021-02-15,58.981,Weekly
2021-02-16,59.35214285714286,Weekly
2021-02-17,59.723285714285716,Weekly
2021-02-18,60.09442857142857,Weekly
2021-02-19,60.46557142857143,Weekly
2021-02-20,60.83671428571429,Weekly
2021-02-21,61.207857142857144,Weekly
2021-02-22,61.579,Weekly
2021-02-23,62.24742857142857,Weekly
2021-02-24,62.91585714285714,Weekly
2021-02-25,63.58428571428571,Weekly
2021-02-26,64.25271428571429,Weekly
2021-02-27,64.92114285714285,Weekly
2021-02-28,65.58957142857142,Weekly
2021-03-01,66.258,Weekly
2021-03-02,66.15771428571428,Weekly
2021-03-03,66.05742857142857,Weekly
2021-03-04,65.95714285714286,Weekly
2021-03-05,65.85685714285714,Weekly
2021-03-06,65.75657142857142,Weekly
2021-03-07,65.65628571428572,Weekly
2021-03-08,65.556,Weekly
2021-03-09,64.97142857142858,Weekly
2021-03-10,64.38685714285714,Weekly
2021-03-11,63.80228571428571,Weekly
2021-03-12,63.21771428571429,Weekly
2021-03-13,62.63314285714286,Weekly
2021-03-14,62.04857142857143,Weekly
2021-03-15,61.464,Weekly
2021-03-16,61.357285714285716,Weekly
2021-03-17,61.250571428571426,Weekly
2021-03-18,61.143857142857144,Weekly
2021-03-19,61.037142857142854,Weekly
2021-03-20,60.93042857142857,Weekly
2021-03-21,60.82371428571428,Weekly
2021-03-22,60.717,Weekly
2021-03-23,60.795,Weekly
2021-03-24,60.873,Weekly
2021-03-25,60.951,Weekly
2021-03-26,61.028999999999996,Weekly
2021-03-27,61.107,Weekly
2021-03-28,61.184999999999995,Weekly
2021-03-29,61.263,Weekly
2021-03-30,60.98714285714286,Weekly
2021-03-31,60.711285714285715,Weekly
2021-04-01,60.435428571428574,Weekly
2021-04-02,60.159571428571425,Weekly
2021-04-03,59.883714285714284,Weekly
2021-04-04,59.60785714285714,Weekly
2021-04-05,59.332,Weekly
2021-04-06,59.866571428571426,Weekly
2021-04-07,60.40114285714286,Weekly
2021-04-08,60.93571428571428,Weekly
2021-04-09,61.470285714285716,Weekly
2021-04-10,62.00485714285714,Weekly
2021-04-11,62.53942857142857,Weekly
2021-04-12,63.074,Weekly
2021-04-13,62.92014285714286,Weekly
2021-04-14,62.766285714285715,Weekly
2021-04-15,62.61242857142857,Weekly
2021-04-16,62.458571428571425,Weekly
2021-04-17,62.30471428571428,Weekly
2021-04-18,62.15085714285714,Weekly
2021-04-19,61.997,Weekly
2021-04-20,62.20314285714286,Weekly
2021-04-21,62.409285714285716,Weekly
2021-04-22,62.61542857142857,Weekly
2021-04-23,62.821571428571424,Weekly
2021-04-24,63.02771428571428,Weekly
