Date,Close,Period
2021-02-15,541.13,Weekly
2021-02-16,542.14,Weekly
2021-02-17,543.15,Weekly
2021-02-18,544.16,Weekly
2021-02-19,545.1700000000001,Weekly
2021-02-20,546.1800000000001,Weekly
2021-02-21,547.19,Weekly
2021-02-22,548.2,Weekly
2021-02-23,547.8914285714286,Weekly
2021-02-24,547.5828571428572,Weekly
2021-02-25,547.2742857142857,Weekly
2021-02-26,546.9657142857143,Weekly
2021-02-27,546.6571428571428,Weekly
2021-02-28,546.3485714285714,Weekly
2021-03-01,546.04,Weekly
2021-03-02,545.0171428571429,Weekly
2021-03-03,543.9942857142856,Weekly
2021-03-04,542.9714285714285,Weekly
2021-03-05,541.9485714285714,Weekly
2021-03-06,540.9257142857143,Weekly
2021-03-07,539.9028571428571,Weekly
2021-03-08,538.88,Weekly
2021-03-09,541.3885714285715,Weekly
2021-03-10,543.8971428571429,Weekly
2021-03-11,546.4057142857143,Weekly
2021-03-12,548.9142857142857,Weekly
2021-03-13,551.4228571428572,Weekly
2021-03-14,553.9314285714286,Weekly
2021-03-15,556.44,Weekly
2021-03-16,555.7028571428572,Weekly
2021-03-17,554.9657142857143,Weekly
2021-03-18,554.2285714285714,Weekly
2021-03-19,553.4914285714286,Weekly
2021-03-20,552.7542857142857,Weekly
2021-03-21,552.0171428571429,Weekly
2021-03-22,551.28,Weekly
2021-03-23,552.2885714285715,Weekly
2021-03-24,553.2971428571428,Weekly
2021-03-25,554.3057142857143,Weekly
2021-03-26,555.3142857142857,Weekly
2021-03-27,556.3228571428572,Weekly
2021-03-28,557.3314285714285,Weekly
2021-03-29,558.34,Weekly
2021-03-30,560.7814285714286,Weekly
2021-03-31,563.2228571428572,Weekly
2021-04-01,565.6642857142857,Weekly
2021-04-02,568.1057142857143,Weekly
2021-04-03,570.5471428571428,Weekly
2021-04-04,572.9885714285714,Weekly
2021-04-05,575.43,Weekly
2021-04-06,576.9771428571428,Weekly
2021-04-07,578.5242857142857,Weekly
2021-04-08,580.0714285714286,Weekly
2021-04-09,581.6185714285714,Weekly
