Date,Close,Period
2021-02-15,1336.2,Weekly
2021-02-16,1350.5142857142857,Weekly
2021-02-17,1364.8285714285714,Weekly
2021-02-18,1379.142857142857,Weekly
2021-02-19,1393.457142857143,Weekly
2021-02-20,1407.7714285714287,Weekly
2021-02-21,1422.0857142857144,Weekly
2021-02-22,1436.4,Weekly
2021-02-23,1423.9285714285716,Weekly
2021-02-24,1411.4571428571428,Weekly
2021-02-25,1398.9857142857143,Weekly
2021-02-26,1386.5142857142857,Weekly
2021-02-27,1374.0428571428572,Weekly
2021-02-28,1361.5714285714284,Weekly
2021-03-01,1349.1,Weekly
2021-03-02,1352.542857142857,Weekly
2021-03-03,1355.9857142857143,Weekly
2021-03-04,1359.4285714285713,Weekly
2021-03-05,1362.8714285714286,Weekly
2021-03-06,1366.3142857142857,Weekly
2021-03-07,1369.757142857143,Weekly
2021-03-08,1373.2,Weekly
2021-03-09,1370.757142857143,Weekly
2021-03-10,1368.3142857142857,Weekly
2021-03-11,1365.8714285714286,Weekly
2021-03-12,1363.4285714285713,Weekly
2021-03-13,1360.9857142857143,Weekly
2021-03-14,1358.542857142857,Weekly
2021-03-15,1356.1,Weekly
2021-03-16,1359.0714285714284,Weekly
2021-03-17,1362.0428571428572,Weekly
2021-03-18,1365.0142857142857,Weekly
2021-03-19,1367.9857142857143,Weekly
2021-03-20,1370.9571428571428,Weekly
2021-03-21,1373.9285714285716,Weekly
2021-03-22,1376.9,Weekly
2021-03-23,1367,Weekly
2021-03-24,1357.1000000000001,Weekly
2021-03-25,1347.2,Weekly
2021-03-26,1337.3,Weekly
2021-03-27,1327.3999999999999,Weekly
2021-03-28,1317.5,Weekly
2021-03-29,1307.6,Weekly
2021-03-30,1309.8428571428572,Weekly
2021-03-31,1312.0857142857142,Weekly
2021-04-01,1314.3285714285714,Weekly
2021-04-02,1316.5714285714284,Weekly
2021-04-03,1318.8142857142857,Weekly
2021-04-04,1321.0571428571427,Weekly
2021-04-05,1323.3,Weekly
2021-04-06,1325.8714285714286,Weekly
2021-04-07,1328.442857142857,Weekly
2021-04-08,1331.0142857142857,Weekly
2021-04-09,1333.5857142857142,Weekly
2021-04-10,1336.1571428571428,Weekly
2021-04-11,1338.7285714285713,Weekly
2021-04-12,1341.3,Weekly
2021-04-13,1346.6857142857143,Weekly
2021-04-14,1352.0714285714284,Weekly
2021-04-15,1357.4571428571428,Weekly
2021-04-16,1362.8428571428572,Weekly
2021-04-17,1368.2285714285715,Weekly
2021-04-18,1373.6142857142856,Weekly
2021-04-19,1379,Weekly
2021-04-20,1385.5285714285715,Weekly
2021-04-21,1392.057142857143,Weekly
2021-04-22,1398.5857142857144,Weekly
2021-04-23,1405.1142857142856,Weekly
2021-04-24,1411.642857142857,Weekly
2021-04-25,1418.1714285714286,Weekly
2021-04-26,1424.7,Weekly
2021-04-27,1436.9714285714285,Weekly
2021-04-28,1449.2428571428572,Weekly
2021-04-29,1461.5142857142857,Weekly
2021-04-30,1473.7857142857142,Weekly
2021-05-01,1486.0571428571427,Weekly
2021-05-02,1498.3285714285714,Weekly
